chr22	10742091	10752844	XR_950596.4	0	+	10752844	10752844	0	3	100,161,85,	0,7406,10668,
chr22	10742091	10753062	XR_950597.4	0	+	10753062	10753062	0	2	100,303,	0,10668,
chr22	10940596	10961529	NR_132320.1	0	-	10961529	10961529	0	9	111,92,87,115,58,126,70,100,247,	0,1092,4370,6707,8615,9452,18470,19735,20686,
chr22	11825276	11835968	XR_001755416.3	0	+	11835968	11835968	0	3	271,155,1241,	0,7484,9451,
chr22	11897405	11956534	NR_110761.1	0	+	11956534	11956534	0	3	62,54,1264,	0,12760,57865,
chr22	12097936	12100246	XR_002958735.2	0	+	12100246	12100246	0	3	176,219,113,	0,557,2197,
chr22	12097936	12115357	XR_001755413.2	0	+	12115357	12115357	0	3	176,59,117,	0,2197,17304,
chr22	12097936	12115357	XR_001755415.2	0	+	12115357	12115357	0	4	176,219,59,117,	0,557,2197,17304,
chr22	12131503	12167174	XR_951179.3	0	-	12167174	12167174	0	3	1613,155,345,	0,27934,35326,
chr22	12809947	12815773	XR_002958734.2	0	-	12815773	12815773	0	3	148,59,56,	0,3578,5770,
chr22	12809947	12815793	XR_001755412.2	0	-	12815793	12815793	0	3	148,59,799,	0,3578,5047,
chr22	15273854	15273961	XR_007068167.1	0	+	15273961	15273961	0	1	107,	0,
chr22	15528191	15529139	NM_001005239.2	0	+	15528191	15529139	0	1	948,	0,
chr22	15600586	15605196	XR_002958737.2	0	-	15605196	15605196	0	3	1928,82,355,	0,3465,4255,
chr22	15690025	15721631	NM_001136213.1	0	+	15690077	15719777	0	11	684,115,174,107,138,71,71,45,167,119,346,	0,5345,5619,8636,10052,12660,17994,19756,20842,29634,31260,
chr22	15700385	15703354	NR_046571.1	0	-	15703354	15703354	0	2	1097,395,	0,2574,
chr22	15740892	15778287	NR_132385.2	0	+	15778287	15778287	0	4	543,270,66,278,	0,5737,13495,37117,
chr22	15784953	15827434	NR_122113.1	0	+	15827434	15827434	0	8	104,111,115,112,138,143,91,1293,	0,2218,3631,3866,5707,6056,30522,41188,
chr22	15805697	15820884	NR_133911.1	0	-	15820884	15820884	0	3	314,88,264,	0,7696,14923,
chr22	16141766	16141872	XR_007068168.1	0	+	16141872	16141872	0	1	106,	0,
chr22	16590750	16592810	NM_014406.5	0	-	16590876	16592550	0	1	2060,	0,
chr22	16601910	16648830	NR_001591.1	0	+	16648830	16648830	0	9	305,236,102,57,51,162,90,123,304,	0,9747,12166,20930,35129,36668,45257,45752,46616,
chr22	16653707	16675540	NR_040115.1	0	-	16675540	16675540	0	9	369,132,112,80,159,45,71,153,418,	0,5789,6150,7768,15754,16509,17810,19892,21415,
chr22	16746868	16748438	NR_134584.1	0	-	16748438	16748438	0	2	871,163,	0,1407,
chr22	16783479	16801508	XM_047441151.1	0	-	16783618	16799930	0	3	930,254,129,	0,16291,17900,
chr22	16783479	16821699	NM_001318251.3	0	-	16783618	16808073	0	4	930,254,348,93,	0,16291,24259,38127,
chr22	16783479	16821699	NM_175878.5	0	-	16783618	16808073	0	4	930,254,345,93,	0,16291,24259,38127,
chr22	16783479	16825411	NM_001386955.1	0	-	16783618	16808073	0	4	930,254,345,121,	0,16291,24259,41811,
chr22	16783479	16825411	NM_001386957.1	0	-	16783618	16808073	0	6	930,254,345,377,80,59,	0,16291,24259,26189,40356,41873,
chr22	16783479	16825411	NM_001386956.1	0	-	16783618	16808073	0	4	930,254,348,59,	0,16291,24259,41873,
chr22	16827473	16829335	NR_003607.1	0	+	16829335	16829335	0	2	587,794,	0,1068,
chr22	16961935	16991956	XM_011546117.2	0	-	16962732	16970153	0	8	941,108,97,91,265,86,251,84,	0,1789,2830,3242,4164,6362,8007,29937,
chr22	16961935	16992019	XM_047441117.1	0	-	16962732	16991929	0	8	941,108,97,91,265,86,208,147,	0,1789,2830,3242,4164,6362,26024,29937,
chr22	16961935	17008222	XM_017028575.2	0	-	16962732	17008114	0	10	941,108,97,91,265,86,251,208,304,282,	0,1789,2830,3242,4164,6362,8007,26024,29937,46005,
chr22	16961935	17008222	NM_001037814.1	0	-	16962732	17008114	0	10	941,105,97,91,265,86,251,208,304,282,	0,1789,2830,3242,4164,6362,8007,26024,29937,46005,
chr22	16961935	17008222	XM_011546114.3	0	-	16962732	17008114	0	8	941,108,97,91,265,86,304,282,	0,1789,2830,3242,4164,6362,29937,46005,
chr22	16961935	17008222	NM_001366857.1	0	-	16962732	17008114	0	8	941,105,97,91,265,86,304,282,	0,1789,2830,3242,4164,6362,29937,46005,
chr22	16961935	17008222	NR_159481.1	0	-	17008222	17008222	0	9	941,105,97,91,1382,86,157,304,282,	0,1789,2830,3242,4164,6362,26024,29937,46005,
chr22	16964771	17008222	XR_951190.3	0	-	17008222	17008222	0	8	91,91,84,86,251,208,304,282,	0,406,1328,3526,5171,23188,27101,43169,
chr22	16966305	17008222	XM_011546116.3	0	-	16967466	17008114	0	6	1176,86,251,208,304,282,	0,1992,3637,21654,25567,41635,
